Subject,FilmTV_ii,Name,Age,Sex,FilmTV,FreqTrialStim.RESP,News,tvHoursWD,tvHoursWE,meanAttractiveness,meanFreq,zFreq,zFreq_i,zFreq_i_Log,zFreq_i_Pow,FreqTrialStim.RESP_nl,meanFreqTrialStim.RESP,meanFreqTrialStim.RESP_pow
103,0,Poorna Jagannathan,20,0,0,1,4,1,1,4.793103448,1.718309859,0,0,1,2,2,1,2
103,0,Natasha Henstridge,20,0,0,1,1,1,1,4.133333333,1.816901408,0,0,1,2,2,1,2
103,0,Peggy Lipton,20,0,1,1,0,1,1,3.4,1.605633803,0.045622462,0,1,2,2,1,2
103,0,Jon Polito,20,0,0,1,1,1,1,1.866666667,1.714285714,0,0,1,2,2,1,2
103,0,Natasha Lyonne,20,0,6,1,6,1,1,3.833333333,2.014285714,0.273734771,0,1,2,2,1,2
103,0,Elden Henson,20,0,1,1,0,1,1,2.2,2.352112676,0.045622462,0,1,2,2,1,2
103,0,Erin Moriarty,20,0,1,1,0,1,1,5.275862069,1.842857143,0.045622462,0,1,2,2,1,2
103,0,Manu Bennett,20,0,1,1,0,1,1,4.103448276,1.928571429,0.045622462,0,1,2,2,1,2
103,0,Cara Buono,20,0,0,1,1,1,1,4.166666667,1.797101449,0,0,1,2,2,1,2
103,0,Sarah Hyland,20,0,8,1,0,1,1,5.833333333,3.718309859,0.364979695,0,1,2,2,1,2
103,0,Amara Karan,20,0,0,1,2,1,1,4.033333333,1.842857143,0,0,1,2,2,1,2
103,0,Analeigh Tipton,20,0,0,1,4,1,1,4.566666667,1.814285714,0,0,1,2,2,1,2
103,0,Sasha Pieterse,20,0,1,1,1,1,1,5.033333333,2.676056338,0.045622462,0,1,2,2,1,2
103,0,Lara Pulver,20,0,1,1,2,1,1,3.8,1.771428571,0.045622462,0,1,2,2,1,2
103,0,Jennifer Coolidge,20,0,1,1,0,1,1,2.633333333,2.23943662,0.045622462,0,1,2,2,1,2
103,0,Rhona Mitra,20,0,0,1,3,1,1,3.966666667,1.666666667,0,0,1,2,2,1,2
103,0,Eliza Dushku,20,0,1,1,0,1,1,4.466666667,2.042253521,0.045622462,0,1,2,2,1,2
103,0,Cameron Monaghan,20,0,1,1,0,1,1,2.6,2.028169014,0.045622462,0,1,2,2,1,2
103,0,Kevin Durand,20,0,1,1,1,1,1,2.833333333,1.929577465,0.045622462,0,1,2,2,1,2
103,0,Sara Ramirez,20,0,0,1,2,1,1,4.666666667,2.357142857,0,0,1,2,2,1,2
103,0,Bailee Madison,20,0,0,1,1,1,1,4.933333333,2.126760563,0,0,1,2,2,1,2
103,0,Mae Whitman,20,0,5,1,3,1,1,4.033333333,2.414285714,0.22811231,0,1,2,2,1,2
103,0,Johanna Braddy,20,0,1,1,1,1,1,5.066666667,2,0.045622462,0,1,2,2,1,2
103,0,Carice van Houten,20,0,4,1,0,1,1,4.2,1.85915493,0.182489848,0,1,2,2,1,2
103,0,Ashley Johnson,20,0,1,1,0,1,1,3.965517241,2,0.045622462,0,1,2,2,1,2
103,1,Herizen F. Guardiola,20,0,0,1,1,1,1,5.793103448,2.112676056,0,0.043022488,1.043022488,2.043022488,2,1.12,2.12
103,1,Lori Petty,20,0,1,1,0,1,1,3.068965517,1.871428571,0.045622462,0.043022488,1.043022488,2.043022488,2,1.12,2.12
103,1,Hayden Panettiere,20,0,4,1,2,1,1,5.24137931,2.690140845,0.182489848,0.043022488,1.043022488,2.043022488,2,1.12,2.12
103,1,Amanda Schull,20,0,2,1,1,1,1,4.833333333,2.070422535,0.091244924,0.043022488,1.043022488,2.043022488,2,1.12,2.12
103,1,Jena Malone,20,0,2,1,1,1,1,3.633333333,1.8,0.091244924,0.043022488,1.043022488,2.043022488,2,1.12,2.12
103,1,Tim Curry,20,0,4,1,1,1,1,1.733333333,2.514285714,0.182489848,0.043022488,1.043022488,2.043022488,2,1.12,2.12
103,1,Alycia Debnam-Carey,20,0,1,1,0,1,1,4.433333333,1.971830986,0.045622462,0.043022488,1.043022488,2.043022488,2,1.12,2.12
103,1,Jeannie Berlin,20,0,0,1,1,1,1,2,1.338028169,0,0.043022488,1.043022488,2.043022488,2,1.12,2.12
103,1,Gina Carano,20,0,0,2,1,1,1,4.566666667,1.85915493,0,0.043022488,1.043022488,2.043022488,3,1.12,2.12
103,1,Katheryn Winnick,20,0,3,1,2,1,1,4.4,2.211267606,0.136867386,0.043022488,1.043022488,2.043022488,2,1.12,2.12
103,1,Emily Hampshire,20,0,1,1,0,1,1,4.266666667,2.028169014,0.045622462,0.043022488,1.043022488,2.043022488,2,1.12,2.12
103,1,Adrianne Palicki,20,0,2,1,1,1,1,5.166666667,2.028169014,0.091244924,0.043022488,1.043022488,2.043022488,2,1.12,2.12
103,1,Jean-Claude Van Damme,20,0,0,1,2,1,1,2.689655172,1.857142857,0,0.043022488,1.043022488,2.043022488,2,1.12,2.12
103,1,Yvonne Strahovski,20,0,0,1,1,1,1,5,1.915492958,0,0.043022488,1.043022488,2.043022488,2,1.12,2.12
103,1,Cameron Diaz,20,0,17,2,18,1,1,4.931034483,3.633802817,0.775581853,0.043022488,1.043022488,2.043022488,3,1.12,2.12
103,1,Angourie Rice,20,0,0,1,1,1,1,4.266666667,1.788732394,0,0.043022488,1.043022488,2.043022488,2,1.12,2.12
103,1,Kat Dennings,20,0,2,1,3,1,1,5.166666667,2.690140845,0.091244924,0.043022488,1.043022488,2.043022488,2,1.12,2.12
103,1,Joey King,20,0,2,2,0,1,1,4.233333333,2.197183099,0.091244924,0.043022488,1.043022488,2.043022488,3,1.12,2.12
103,1,Carrie-Anne Moss,20,0,1,1,1,1,1,3.766666667,1.85915493,0.045622462,0.043022488,1.043022488,2.043022488,2,1.12,2.12
103,1,AnnaSophia Robb,20,0,0,1,3,1,1,5.733333333,2.471428571,0,0.043022488,1.043022488,2.043022488,2,1.12,2.12
103,1,Taryn Manning,20,0,4,1,1,1,1,3.666666667,2.112676056,0.182489848,0.043022488,1.043022488,2.043022488,2,1.12,2.12
103,1,Aidan Turner,20,0,0,1,4,1,1,4.533333333,2.014084507,0,0.043022488,1.043022488,2.043022488,2,1.12,2.12
103,1,Jennifer Love Hewitt,20,0,0,1,1,1,1,4.966666667,2.814285714,0,0.043022488,1.043022488,2.043022488,2,1.12,2.12
103,1,Evangeline Lilly,20,0,3,1,0,1,1,4.8,2.366197183,0.136867386,0.043022488,1.043022488,2.043022488,2,1.12,2.12
103,1,Portia Doubleday,20,0,1,1,0,1,1,4.4,2.281690141,0.045622462,0.043022488,1.043022488,2.043022488,2,1.12,2.12
103,10,Dakota Johnson,20,0,11,1,17,1,1,5.033333333,3.76056338,0.501847081,0.430224881,1.430224881,2.430224881,2,1.307692308,2.307692308
103,10,Zendaya,20,0,3,5,3,1,1,6.1,5.352112676,0.136867386,0.430224881,1.430224881,2.430224881,6,1.307692308,2.307692308
103,10,Mel Brooks,20,0,9,1,6,1,1,1.433333333,2.1,0.410602157,0.430224881,1.430224881,2.430224881,2,1.307692308,2.307692308
103,10,John Turturro,20,0,11,1,14,1,1,2.2,2.197183099,0.501847081,0.430224881,1.430224881,2.430224881,2,1.307692308,2.307692308
103,10,Dakota Fanning,20,0,9,1,6,1,1,4.9,2.76056338,0.410602157,0.430224881,1.430224881,2.430224881,2,1.307692308,2.307692308
103,10,Mila Kunis,20,0,10,1,21,1,1,6.133333333,4.2,0.456224619,0.430224881,1.430224881,2.430224881,2,1.307692308,2.307692308
103,10,Jared Leto,20,0,25,1,11,1,1,4.1,3.742857143,1.140561548,0.430224881,1.430224881,2.430224881,2,1.307692308,2.307692308
103,10,Luke Evans,20,0,3,1,3,1,1,4.8,3.267605634,0.136867386,0.430224881,1.430224881,2.430224881,2,1.307692308,2.307692308
103,10,Walton Goggins,20,0,4,1,6,1,1,2.6,2.197183099,0.182489848,0.430224881,1.430224881,2.430224881,2,1.307692308,2.307692308
103,10,Emmy Rossum,20,0,12,1,3,1,1,5,2.746478873,0.547469543,0.430224881,1.430224881,2.430224881,2,1.307692308,2.307692308
103,10,Jason Statham,20,0,13,1,6,1,1,3.833333333,2.985915493,0.593092005,0.430224881,1.430224881,2.430224881,2,1.307692308,2.307692308
103,10,Rosamund Pike,20,0,17,1,7,1,1,4.533333333,2.585714286,0.775581853,0.430224881,1.430224881,2.430224881,2,1.307692308,2.307692308
103,10,Jason Momoa,20,0,7,1,3,1,1,4.785714286,3.915492958,0.319357233,0.430224881,1.430224881,2.430224881,2,1.307692308,2.307692308
103,11,Milla Jovovich,20,0,1,1,4,1,1,3.866666667,1.971830986,0.045622462,0.47324737,1.47324737,2.47324737,2,1.25,2.25
103,11,Kate Mara,20,0,18,1,4,1,1,5.233333333,2.830985915,0.821204314,0.47324737,1.47324737,2.47324737,2,1.25,2.25
103,11,Rose Byrne,20,0,18,1,12,1,1,5.266666667,2.676056338,0.821204314,0.47324737,1.47324737,2.47324737,2,1.25,2.25
103,11,Teresa Palmer,20,0,6,2,5,1,1,5.2,2.591549296,0.273734771,0.47324737,1.47324737,2.47324737,3,1.25,2.25
103,12,Kathryn Hahn,20,0,5,1,11,1,1,4.233333333,3.056338028,0.22811231,0.516269858,1.516269858,2.516269858,2,1,2
103,12,Renee Zellweger,20,0,7,1,5,1,1,3.5,2.323943662,0.319357233,0.516269858,1.516269858,2.516269858,2,1,2
103,12,Ben Foster,20,0,11,1,10,1,1,3.966666667,2.23943662,0.501847081,0.516269858,1.516269858,2.516269858,2,1,2
103,12,Rachel McAdams,20,0,15,1,14,1,1,5.5,3.816901408,0.684336929,0.516269858,1.516269858,2.516269858,2,1,2
103,12,Paul Rudd,20,0,23,1,23,1,1,4.6,4.436619718,1.049316624,0.516269858,1.516269858,2.516269858,2,1,2
103,12,Natalie Dormer,20,0,11,1,3,1,1,4.666666667,2.579710145,0.501847081,0.516269858,1.516269858,2.516269858,2,1,2
103,13,Eva Green,20,0,9,1,13,1,1,3.206896552,2.098591549,0.410602157,0.559292346,1.559292346,2.559292346,2,2.2,3.2
103,13,Norman Reedus,20,0,19,1,4,1,1,2.266666667,3.281690141,0.866826776,0.559292346,1.559292346,2.559292346,2,2.2,3.2
103,13,Channing Tatum,20,0,29,7,27,1,1,5.833333333,5.070422535,1.323051396,0.559292346,1.559292346,2.559292346,8,2.2,3.2
103,13,Patrick Wilson,20,0,7,1,7,1,1,4.033333333,3,0.319357233,0.559292346,1.559292346,2.559292346,2,2.2,3.2
103,13,Henry Cavill,20,0,13,1,10,1,1,5.133333333,2.985915493,0.593092005,0.559292346,1.559292346,2.559292346,2,2.2,3.2
103,14,Shailene Woodley,20,0,27,NA,45,1,1,5.24137931,4.142857143,1.231806472,0.602314834,1.602314834,2.602314834,NA,1.5,2.5
103,14,Aaron Paul,20,0,27,1,17,1,1,3.966666667,2.957746479,1.231806472,0.602314834,1.602314834,2.602314834,2,1.5,2.5
103,14,Lauren Graham,20,0,10,1,0,1,1,4.1,2.871428571,0.456224619,0.602314834,1.602314834,2.602314834,2,1.5,2.5
103,14,John Krasinski,20,0,6,4,8,1,1,5.1,4.871428571,0.273734771,0.602314834,1.602314834,2.602314834,5,1.5,2.5
103,14,Gerard Butler,20,0,6,1,10,1,1,4.133333333,3.183098592,0.273734771,0.602314834,1.602314834,2.602314834,2,1.5,2.5
103,14,Jack Huston,20,0,10,1,6,1,1,3.896551724,2,0.456224619,0.602314834,1.602314834,2.602314834,2,1.5,2.5
103,14,Hailee Steinfeld,20,0,8,2,0,1,1,4.366666667,4.112676056,0.364979695,0.602314834,1.602314834,2.602314834,3,1.5,2.5
103,14,Russell Crowe,20,0,22,1,25,1,1,2.766666667,3.171428571,1.003694162,0.602314834,1.602314834,2.602314834,2,1.5,2.5
103,14,Kit Harington,20,0,12,1,7,1,1,4.266666667,3.408450704,0.547469543,0.602314834,1.602314834,2.602314834,2,1.5,2.5
103,15,Kevin Costner,20,0,15,1,27,1,1,3.310344828,2.929577465,0.684336929,0.645337322,1.645337322,2.645337322,2,1.166666667,2.166666667
103,15,Keanu Reeves,20,0,14,2,11,1,1,3.766666667,3.802816901,0.638714467,0.645337322,1.645337322,2.645337322,3,1.166666667,2.166666667
103,15,Bryce Dallas Howard,20,0,7,1,1,1,1,4.666666667,2.885714286,0.319357233,0.645337322,1.645337322,2.645337322,2,1.166666667,2.166666667
103,15,Jack Black,20,0,14,2,15,1,1,2.8,4.183098592,0.638714467,0.645337322,1.645337322,2.645337322,3,1.166666667,2.166666667
103,15,Jeffrey Dean Morgan,20,0,5,1,4,1,1,4.033333333,2.971830986,0.22811231,0.645337322,1.645337322,2.645337322,2,1.166666667,2.166666667
103,15,Taron Egerton,20,0,6,1,5,1,1,4.433333333,2.450704225,0.273734771,0.645337322,1.645337322,2.645337322,2,1.166666667,2.166666667
103,15,Alison Brie,20,0,3,1,3,1,1,4.833333333,2.507042254,0.136867386,0.645337322,1.645337322,2.645337322,2,1.166666667,2.166666667
103,15,Elizabeth Banks,20,0,39,1,10,1,1,4.5,3.281690141,1.779276015,0.645337322,1.645337322,2.645337322,2,1.166666667,2.166666667
103,15,Lily Collins,20,0,2,1,1,1,1,5.733333333,3.605633803,0.091244924,0.645337322,1.645337322,2.645337322,2,1.166666667,2.166666667
103,15,Riley Keough,20,0,5,1,7,1,1,3.933333333,1.605633803,0.22811231,0.645337322,1.645337322,2.645337322,2,1.166666667,2.166666667
103,15,Anton Yelchin,20,0,5,1,13,1,1,4.9,2.671428571,0.22811231,0.645337322,1.645337322,2.645337322,2,1.166666667,2.166666667
103,15,Winona Ryder,20,0,11,1,7,1,1,4.533333333,3.873239437,0.501847081,0.645337322,1.645337322,2.645337322,2,1.166666667,2.166666667
103,16,Caitriona Balfe,20,0,9,1,6,1,1,4.066666667,2.042253521,0.410602157,0.68835981,1.68835981,2.68835981,2,2,3
103,16,Shia LaBeouf,20,0,28,2,11,1,1,3.366666667,3.802816901,1.277428934,0.68835981,1.68835981,2.68835981,3,2,3
103,16,Melissa Benoist,20,0,16,1,4,1,1,5.233333333,2.112676056,0.729959391,0.68835981,1.68835981,2.68835981,2,2,3
103,16,Milo Ventimiglia,20,0,1,2,2,1,1,4.633333333,2.76056338,0.045622462,0.68835981,1.68835981,2.68835981,3,2,3
103,16,Robert Downey Jr.,20,0,28,4,34,1,1,4.833333333,5.577464789,1.277428934,0.68835981,1.68835981,2.68835981,5,2,3
103,17,Edgar Ramirez,20,0,7,1,7,1,1,3.566666667,1.943661972,0.319357233,0.731382298,1.731382298,2.731382298,2,1,2
103,17,Lily James,20,0,7,1,20,1,1,4.8,2.957142857,0.319357233,0.731382298,1.731382298,2.731382298,2,1,2
103,17,Mark Ruffalo,20,0,25,1,56,1,1,4.133333333,4.214285714,1.140561548,0.731382298,1.731382298,2.731382298,2,1,2
103,17,Pamela Adlon,20,0,6,1,4,1,1,3.533333333,1.728571429,0.273734771,0.731382298,1.731382298,2.731382298,2,1,2
103,17,Sam Heughan,20,0,11,1,7,1,1,5.103448276,2.14084507,0.501847081,0.731382298,1.731382298,2.731382298,2,1,2
103,17,Ellen Page,20,0,19,1,13,1,1,4.566666667,2.742857143,0.866826776,0.731382298,1.731382298,2.731382298,2,1,2
103,18,Daniel Craig,20,0,16,1,33,1,1,3.033333333,3.704225352,0.729959391,0.774404786,1.774404786,2.774404786,2,1,2
103,18,Alexis Bledel,20,0,9,1,1,1,1,4.866666667,2.873239437,0.410602157,0.774404786,1.774404786,2.774404786,2,1,2
103,18,Bradley Cooper,20,0,49,1,64,1,1,5.6,4.661971831,2.235500634,0.774404786,1.774404786,2.774404786,2,1,2
103,18,Liam Neeson,20,0,13,1,41,1,1,3.1,3.915492958,0.593092005,0.774404786,1.774404786,2.774404786,2,1,2
103,18,Sophie Turner,20,0,11,1,3,1,1,4.933333333,3.114285714,0.501847081,0.774404786,1.774404786,2.774404786,2,1,2
103,18,Jackie Chan,20,0,6,1,21,1,1,2.533333333,3.605633803,0.273734771,0.774404786,1.774404786,2.774404786,2,1,2
103,18,Diane Kruger,20,0,14,1,11,1,1,5.24137931,2.185714286,0.638714467,0.774404786,1.774404786,2.774404786,2,1,2
103,19,Jennifer Aniston,20,0,30,5,19,1,1,5.866666667,5.098591549,1.368673857,0.817427275,1.817427275,2.817427275,6,3,4
103,19,Rachel Weisz,20,0,6,1,7,1,1,4.5,2.169014085,0.273734771,0.817427275,1.817427275,2.817427275,2,3,4
103,19,Blake Lively,20,0,16,3,13,1,1,6.166666667,4.788732394,0.729959391,0.817427275,1.817427275,2.817427275,4,3,4
103,19,Selena Gomez,20,0,27,6,14,1,1,5.933333333,5.647887324,1.231806472,0.817427275,1.817427275,2.817427275,7,3,4
103,19,Sylvester Stallone,20,0,31,1,39,1,1,2.533333333,3.357142857,1.414296319,0.817427275,1.817427275,2.817427275,2,3,4
103,19,Jesse Eisenberg,20,0,28,2,34,1,1,3.551724138,3.385714286,1.277428934,0.817427275,1.817427275,2.817427275,3,3,4
103,19,Harrison Ford,20,0,26,5,14,1,1,2.866666667,4.492957746,1.18618401,0.817427275,1.817427275,2.817427275,6,3,4
103,19,Dev Patel,20,0,3,1,42,1,1,3.366666667,2.338028169,0.136867386,0.817427275,1.817427275,2.817427275,2,3,4
103,2,Paget Brewster,20,0,1,1,1,1,1,4.1,1.885714286,0.045622462,0.086044976,1.086044976,2.086044976,2,1,2
103,2,Kaya Scodelario,20,0,0,1,1,1,1,4.896551724,2.070422535,0,0.086044976,1.086044976,2.086044976,2,1,2
103,2,Pedro Pascal,20,0,1,1,3,1,1,3.033333333,1.901408451,0.045622462,0.086044976,1.086044976,2.086044976,2,1,2
103,2,Ariel Winter,20,0,2,1,1,1,1,4.9,3.746478873,0.091244924,0.086044976,1.086044976,2.086044976,2,1,2
103,2,Gwendoline Christie,20,0,8,1,1,1,1,3.8,2.112676056,0.364979695,0.086044976,1.086044976,2.086044976,2,1,2
103,2,Alice Eve,20,0,4,1,1,1,1,4.333333333,2.056338028,0.182489848,0.086044976,1.086044976,2.086044976,2,1,2
103,2,Rachel Nichols,20,0,3,1,2,1,1,4.586206897,1.746478873,0.136867386,0.086044976,1.086044976,2.086044976,2,1,2
103,2,Gilda Radner,20,0,3,1,3,1,1,2.633333333,1.549295775,0.136867386,0.086044976,1.086044976,2.086044976,2,1,2
103,2,Josh Brener,20,0,2,1,0,1,1,2.5,2.098591549,0.091244924,0.086044976,1.086044976,2.086044976,2,1,2
103,2,Rufus Sewell,20,0,0,1,1,1,1,2.966666667,1.771428571,0,0.086044976,1.086044976,2.086044976,2,1,2
103,2,Grace Gummer,20,0,2,1,4,1,1,3.833333333,1.8,0.091244924,0.086044976,1.086044976,2.086044976,2,1,2
103,2,Alexandra Daddario,20,0,3,1,0,1,1,5.266666667,3.295774648,0.136867386,0.086044976,1.086044976,2.086044976,2,1,2
103,2,Margaret Qualley,20,0,0,1,1,1,1,4.533333333,1.802816901,0,0.086044976,1.086044976,2.086044976,2,1,2
103,2,Helena Bonham Carter,20,0,4,1,2,1,1,3.833333333,3.281690141,0.182489848,0.086044976,1.086044976,2.086044976,2,1,2
103,2,Emory Cohen,20,0,2,1,4,1,1,3.3,1.746478873,0.091244924,0.086044976,1.086044976,2.086044976,2,1,2
103,2,Isla Fisher,20,0,1,1,2,1,1,5.533333333,2.985915493,0.045622462,0.086044976,1.086044976,2.086044976,2,1,2
103,2,Charlie Heaton,20,0,2,1,0,1,1,2.5,3.6,0.091244924,0.086044976,1.086044976,2.086044976,2,1,2
103,2,Lizzy Caplan,20,0,20,1,5,1,1,4.233333333,2.690140845,0.912449238,0.086044976,1.086044976,2.086044976,2,1,2
103,2,Frank Dillane,20,0,1,1,3,1,1,3,1.857142857,0.045622462,0.086044976,1.086044976,2.086044976,2,1,2
103,2,Morena Baccarin,20,0,2,1,3,1,1,4.266666667,2.169014085,0.091244924,0.086044976,1.086044976,2.086044976,2,1,2
103,2,Tom Hughes,20,0,2,1,2,1,1,3.733333333,2,0.091244924,0.086044976,1.086044976,2.086044976,2,1,2
103,2,Jay Hernandez,20,0,2,1,1,1,1,4.9,2.281690141,0.091244924,0.086044976,1.086044976,2.086044976,2,1,2
103,2,Karl Urban,20,0,3,1,1,1,1,4.066666667,2.585714286,0.136867386,0.086044976,1.086044976,2.086044976,2,1,2
103,20,Adam Sandler,20,0,30,2,27,1,1,2.866666667,3.957746479,1.368673857,0.860449763,1.860449763,2.860449763,3,1.666666667,2.666666667
103,20,Miles Teller,20,0,18,2,20,1,1,3.866666667,3.183098592,0.821204314,0.860449763,1.860449763,2.860449763,3,1.666666667,2.666666667
103,20,Kate Beckinsale,20,0,10,1,4,1,1,5.7,2.676056338,0.456224619,0.860449763,1.860449763,2.860449763,2,1.666666667,2.666666667
103,21,Felicity Jones,20,0,18,2,6,1,1,4.466666667,2.816901408,0.821204314,0.903472251,1.903472251,2.903472251,3,2,3
103,21,Anna Kendrick,20,0,19,4,19,1,1,5.033333333,5.084507042,0.866826776,0.903472251,1.903472251,2.903472251,5,2,3
103,21,James McAvoy,20,0,10,1,17,1,1,4.3,3.338028169,0.456224619,0.903472251,1.903472251,2.903472251,2,2,3
103,21,David Fincher,20,0,49,1,24,1,1,2.344827586,1.774647887,2.235500634,0.903472251,1.903472251,2.903472251,2,2,3
103,22,Daisy Ridley,20,0,13,6,7,1,1,5.466666667,5.154929577,0.593092005,0.946494739,1.946494739,2.946494739,7,3.333333333,4.333333333
103,22,Zac Efron,20,0,23,3,10,1,1,6.333333333,5.577464789,1.049316624,0.946494739,1.946494739,2.946494739,4,3.333333333,4.333333333
103,22,Naomi Watts,20,0,14,1,13,1,1,4.866666667,2.9,0.638714467,0.946494739,1.946494739,2.946494739,2,3.333333333,4.333333333
103,23,Dan Stevens,20,0,7,1,7,1,1,3,2.408450704,0.319357233,0.989517227,1.989517227,2.989517227,2,1,2
103,24,Chris Evans,20,0,23,1,41,1,1,6.24137931,5.014084507,1.049316624,1.032539715,2.032539715,3.032539715,2,1.6,2.6
103,24,Emma Watson,20,0,19,4,10,1,1,6,5.549295775,0.866826776,1.032539715,2.032539715,3.032539715,5,1.6,2.6
103,24,Riz Ahmed,20,0,1,1,5,1,1,4.066666667,1.985915493,0.045622462,1.032539715,2.032539715,3.032539715,2,1.6,2.6
103,24,Richard Gere,20,0,13,1,22,1,1,2.533333333,2.23943662,0.593092005,1.032539715,2.032539715,3.032539715,2,1.6,2.6
103,24,Robin Wright,20,0,25,1,16,1,1,4.033333333,2.647887324,1.140561548,1.032539715,2.032539715,3.032539715,2,1.6,2.6
103,25,Emilia Clarke,20,0,10,1,18,1,1,5.166666667,2.929577465,0.456224619,1.075562203,2.075562203,3.075562203,2,1,2
103,25,Anne Hathaway,20,0,39,1,30,1,1,5.666666667,4.563380282,1.779276015,1.075562203,2.075562203,3.075562203,2,1,2
103,25,Zoe Saldana,20,0,19,1,18,1,1,5.366666667,3.788732394,0.866826776,1.075562203,2.075562203,3.075562203,2,1,2
103,25,Salma Hayek,20,0,18,1,10,1,1,5.3,3.422535211,0.821204314,1.075562203,2.075562203,3.075562203,2,1,2
103,26,Kirsten Dunst,20,0,17,1,9,1,1,4.5,2.943661972,0.775581853,1.118584692,2.118584692,3.118584692,2,1.625,2.625
103,26,Elle Fanning,20,0,14,1,6,1,1,4.433333333,3.042253521,0.638714467,1.118584692,2.118584692,3.118584692,2,1.625,2.625
103,26,Tom Holland,20,0,6,1,10,1,1,3.931034483,4,0.273734771,1.118584692,2.118584692,3.118584692,2,1.625,2.625
103,26,Nicolas Cage,20,0,16,3,17,1,1,2.233333333,3.76056338,0.729959391,1.118584692,2.118584692,3.118584692,4,1.625,2.625
103,26,Seth Rogen,20,0,34,1,50,1,1,3.233333333,4.38028169,1.551163705,1.118584692,2.118584692,3.118584692,2,1.625,2.625
103,26,Millie Bobby Brown,20,0,1,1,1,1,1,4.724137931,5.171428571,0.045622462,1.118584692,2.118584692,3.118584692,2,1.625,2.625
103,26,Kristen Wiig,20,0,28,1,32,1,1,4.066666667,3.816901408,1.277428934,1.118584692,2.118584692,3.118584692,2,1.625,2.625
103,26,Vin Diesel,20,0,10,4,27,1,1,3.6,4.314285714,0.456224619,1.118584692,2.118584692,3.118584692,5,1.625,2.625
103,27,Jon Favreau,20,0,16,1,30,1,1,2.333333333,2.528571429,0.729959391,1.16160718,2.16160718,3.16160718,2,1,2
103,27,Mandy Moore,20,0,3,1,7,1,1,4.733333333,3.521126761,0.136867386,1.16160718,2.16160718,3.16160718,2,1,2
103,27,Arnold Schwarzenegger,20,0,25,1,34,1,1,2.433333333,3.971830986,1.140561548,1.16160718,2.16160718,3.16160718,2,1,2
103,27,Morgan Freeman,20,0,21,1,22,1,1,3.333333333,5.242857143,0.9580717,1.16160718,2.16160718,3.16160718,2,1,2
103,27,Eddie Redmayne,20,0,42,1,33,1,1,4.766666667,3.828571429,1.9161434,1.16160718,2.16160718,3.16160718,2,1,2
103,28,Alexander Skarsgard,20,0,11,1,5,1,1,3.666666667,2.422535211,0.501847081,1.204629668,2.204629668,3.204629668,2,1.25,2.25
103,28,Rooney Mara,20,0,37,1,12,1,1,5.033333333,2.535211268,1.688031091,1.204629668,2.204629668,3.204629668,2,1.25,2.25
103,28,Alicia Vikander,20,0,26,1,43,1,1,5.166666667,2.690140845,1.18618401,1.204629668,2.204629668,3.204629668,2,1.25,2.25
103,28,Daniel Radcliffe,20,0,24,2,39,1,1,3.933333333,3.915492958,1.094939086,1.204629668,2.204629668,3.204629668,3,1.25,2.25
103,29,Armie Hammer,20,0,7,1,2,1,1,5.2,2.774647887,0.319357233,1.247652156,2.247652156,3.247652156,2,1,2
103,3,Linda Cardellini,20,0,3,1,0,1,1,4.466666667,2.115942029,0.136867386,0.129067464,1.129067464,2.129067464,2,1.545454545,2.545454545
103,3,Bella Thorne,20,0,5,7,2,1,1,4.633333333,4.225352113,0.22811231,0.129067464,1.129067464,2.129067464,8,1.545454545,2.545454545
103,3,Ana de Armas,20,0,1,1,0,1,1,5.1,1.842857143,0.045622462,0.129067464,1.129067464,2.129067464,2,1.545454545,2.545454545
103,3,Gaten Matarazzo,20,0,0,7,2,1,1,2.862068966,5.098591549,0,0.129067464,1.129067464,2.129067464,8,1.545454545,2.545454545
103,3,Karen Gillan,20,0,1,1,6,1,1,4.333333333,2.478873239,0.045622462,0.129067464,1.129067464,2.129067464,2,1.545454545,2.545454545
103,3,Marisa Tomei,20,0,4,1,5,1,1,4.433333333,2.585714286,0.182489848,0.129067464,1.129067464,2.129067464,2,1.545454545,2.545454545
103,3,Lee Pace,20,0,4,1,5,1,1,4.966666667,2.128571429,0.182489848,0.129067464,1.129067464,2.129067464,2,1.545454545,2.545454545
103,3,Monica Bellucci,20,0,2,1,2,1,1,3.966666667,1.690140845,0.091244924,0.129067464,1.129067464,2.129067464,2,1.545454545,2.545454545
103,3,Sebastian Stan,20,0,2,1,2,1,1,5.633333333,2.985915493,0.091244924,0.129067464,1.129067464,2.129067464,2,1.545454545,2.545454545
103,3,Michael Kenneth Williams,20,0,3,1,6,1,1,3.833333333,2.295774648,0.136867386,0.129067464,1.129067464,2.129067464,2,1.545454545,2.545454545
103,3,Imogen Poots,20,0,6,1,1,1,1,4.033333333,1.647887324,0.273734771,0.129067464,1.129067464,2.129067464,2,1.545454545,2.545454545
103,3,Elisabeth Rohm,20,0,1,1,1,1,1,5.133333333,2.056338028,0.045622462,0.129067464,1.129067464,2.129067464,2,1.545454545,2.545454545
103,3,Ruby Rose,20,0,2,1,3,1,1,5.8,3.732394366,0.091244924,0.129067464,1.129067464,2.129067464,2,1.545454545,2.545454545
103,3,Matthew Modine,20,0,2,1,2,1,1,2.2,1.718309859,0.091244924,0.129067464,1.129067464,2.129067464,2,1.545454545,2.545454545
